500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500
500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500
194.002994190405, 96.990970966905, 91.0030917454146, 38.0084069574586, 25.0077402882962, 4.91701366563444, 3, 2.96983766505486, 2.00000000000001, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500
99.0114433547479, 91.0031289502237, 37.9912144188349, 29.031952216517, 27.9749068951331, 24.0226407091538, 17.1258951612847, 16.1417637611308, 11.5112467274724, 10.2181169364766, 8.50013295521836, 4, 3.83879103460605, 3, 3, 3, 2.94727944676613, 2.84600434611654, 2.79489033388174, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
53.0458778338571, 50.0248783683178, 32.1907614588142, 28.0642733453028, 26.2774607473271, 23.7573523219035, 22.7073070520484, 16.9528512279997, 16.8682703209306, 16.6068716685647, 14.9932688613359, 13.8725386197223, 12.338762509046, 10.6972714944115, 9.87311067793758, 9.28962262829009, 8.83659094560176, 7.75861285383424, 7.14944289221856, 6.80587684960339, 5.90607420315507, 5.35700067833868, 4.814434215889, 3.73205080756888, 3.65953777074969, 2.98070580734051, 2.95644234628923, 2.92301884643341, 2.90738606451821, 2.74933616458007
500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500
126.025987206987, 78.0398194434874, 71.1253425103077, 65.7842652106361, 51.9480460984529, 38.0248188801236, 36.0269421101456, 32.9943930146464, 21.2184255258583, 19.3062123612119, 16.7129307259168, 8.80300613507227, 6.80598115607885, 5.9226966201439, 5.75540884379836, 4.98839881986393, 4.86374453927337, 4.72104560611292, 3.86683364527312, 3, 3, 2.99487437461838, 2.9792746800174, 2.97130036528615, 2.96082077846514, 2.93155579600473, 2.88274034192332, 2.00000000000001, 2, 2
116.000076589544, 38.0007215874168, 1.98168697976713, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
95.0172376687466, 91.0303271180806, 65.9549551186853, 49.041271213055, 43.0076870894555, 38.0337589483076, 37.0093177832052, 27.0758660063039, 23.4771292891361, 21.9495075903421, 19.5693251399148, 18.1536728886019, 16.9063797067193, 15.9374038475624, 12.565303094309, 9.65460835695459, 5.5620885244827, 4.81909808006361, 3.96752591865038, 3.90632806009479, 3.00000000000002, 3.00000000000001, 3.00000000000001, 3.00000000000001, 3.00000000000001, 3.00000000000001, 3.00000000000001, 3.00000000000001, 3.00000000000001, 3.00000000000001
